fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.3;0.715;0.15;1.8;0.089;10.0;52.0;0.9968;3.23;0.77;9.5;5
6.8;0.36;0.32;1.8;0.067;4.0;8.0;0.9928;3.36;0.55;12.8;7
9.1;0.22;0.24;2.1;0.078;1.0;28.0;0.999;3.41;0.87;10.3;6
7.9;0.18;0.4;2.2;0.049;38.0;67.0;0.996;3.33;0.93;11.3;5
8.9;0.4;0.51;2.6;0.052;13.0;27.0;0.995;3.32;0.9;13.4;7
9.0;0.38;0.41;2.4;0.103;6.0;10.0;0.99604;3.13;0.58;11.9;7
10.4;0.44;0.42;1.5;0.145;34.0;48.0;0.99832;3.38;0.86;9.9;3
7.5;0.58;0.14;2.2;0.077;27.0;60.0;0.9963;3.28;0.59;9.8;5
5.9;0.55;0.1;2.2;0.062;39.0;51.0;0.99512;3.52;0.76;11.2;6
6.2;0.7;0.15;5.1;0.076;13.0;27.0;0.99622;3.54;0.6;11.9;6
11.8;0.33;0.49;3.4;0.093;54.0;80.0;1.0002;3.3;0.76;10.7;7
7.13663369762408;0.4961015095571572;0.0;2.17252472678194;0.0685569321490234;6.908415755939799;13.8168315118796;0.9953119555782932;3.394504945356388;0.5717574180345819;10.790098907127758;4
7.1;0.46;0.14;2.8;0.076;15.0;37.0;0.99624;3.36;0.49;10.7;5
9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.39;0.62;9.4;5
8.9;0.28;0.45;1.7;0.067;7.0;12.0;0.99354;3.25;0.55;12.3;7
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.99622;3.21;0.52;9.9;5
9.2;0.36;0.34;1.6;0.062;5.0;12.0;0.99667;3.2;0.67;10.5;6
10.0;0.35;0.47;2.0;0.061;6.0;11.0;0.99585;3.23;0.52;12.0;6
7.8;0.64;0.1;6.0;0.115;5.0;11.0;0.9984;3.37;0.69;10.1;7
6.9;0.63;0.33;6.7;0.235;66.0;115.0;0.99787;3.22;0.56;9.5;5
6.5;0.46;0.14;2.4;0.114;9.0;37.0;0.99732;3.66;0.65;9.8;5
10.9;0.53;0.49;4.6;0.118;10.0;17.0;1.0002;3.07;0.56;11.7;6
7.146487732589974;0.9230373236763064;0.0422520445683376;5.475309292481792;0.0843243866294987;3.3099182172664943;14.0;0.9978506605192228;3.435640594985647;0.5230991821726649;10.277479554316622;3
9.7;0.32;0.54;2.5;0.094;28.0;83.0;0.9984;3.28;0.82;9.6;5
6.6;0.44;0.15;2.1;0.076;22.0;53.0;0.9957;3.32;0.62;9.3;5
8.0;0.67;0.3;2.0;0.06;38.0;62.0;0.9958;3.26;0.56;10.2;6
12.219417373979743;0.31550843274503;0.6959632025671416;2.1899846677363093;0.0713990800641785;6.650996597139912;30.05160988768755;0.9983494633707708;2.922064395507502;0.8159938670945236;10.010321977537512;8
10.0;0.42;0.5;3.4;0.107;7.0;21.0;0.9979;3.26;0.93;11.8;6
6.1;0.64;0.02;2.4;0.069;26.0;46.0;0.99358;3.47;0.45;11.0;5
8.3;0.845;0.01;2.2;0.07;5.0;14.0;0.9967;3.32;0.58;11.0;4
8.7;0.69;0.31;3.0;0.086;23.0;81.0;1.0002;3.48;0.74;11.6;6
6.4;0.36;0.53;2.2;0.23;19.0;35.0;0.9934;3.37;0.93;12.4;6
10.8;0.89;0.3;2.6;0.132;7.0;60.0;0.99786;2.99;1.18;10.2;5
9.51736675840804;0.3045141060926168;0.55729153634443;2.7819435756295325;0.0790971787814766;5.909717878147663;16.909717878147664;0.9964722256974818;3.15;0.8956238270998689;11.636802514703364;8
9.9;0.54;0.26;2.0;0.111;7.0;60.0;0.99709;2.94;0.98;10.2;5
9.4;0.4;0.47;2.5;0.087;6.0;20.0;0.99772;3.15;0.5;10.5;5
7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.4;0.85;11.0;7
7.5;0.725;0.04;1.5;0.076;8.0;15.0;0.99508;3.26;0.53;9.6;5
7.8;0.43;0.7;1.9;0.464;22.0;67.0;0.9974;3.13;1.28;9.4;5
6.1;0.38;0.15;1.8;0.072;6.0;19.0;0.9955;3.42;0.57;9.4;5
7.1;0.875;0.05;5.7;0.082;3.0;14.0;0.99808;3.4;0.52;10.2;3
7.8;0.53;0.04;1.7;0.076;17.0;31.0;0.9964;3.33;0.56;10.0;6
8.8;0.24;0.35;1.7;0.055;13.0;27.0;0.99394;3.14;0.59;11.3;7
9.9;0.44;0.46;2.2;0.091;10.0;41.0;0.99638;3.18;0.69;11.9;6
6.7;0.28;0.28;2.4;0.012;36.0;100.0;0.99064;3.26;0.39;11.7;7
6.918018821191825;0.3988592537526469;0.2348946673289831;2.1120125474612164;0.1006786197792662;4.030031368653041;7.060062737306081;0.99467105332671;3.4381981178808174;0.5790990589404087;11.38498431567348;4
5.962708130236306;0.7197447358149843;0.0118645934881846;1.8627081302363069;0.0679097289921231;6.0;13.0;0.9959834924936536;3.617684051472431;0.6139548644960615;10.039548644960616;4
6.1;0.58;0.23;2.5;0.044;16.0;70.0;0.99352;3.46;0.65;12.5;6
7.7;0.69;0.22;1.9;0.084;18.0;94.0;0.9961;3.31;0.48;9.5;5
7.333492919848361;1.3371824380840622;0.0059223795589253;2.0111643066161204;0.1195289803011703;5.296118977946265;9.888356933838796;0.9951271875326534;3.514805948897313;0.468107364927641;10.618686970951048;3
7.1;0.36;0.3;1.6;0.08;35.0;70.0;0.99693;3.44;0.5;9.4;5
8.2;0.635;0.1;2.1;0.073;25.0;60.0;0.99638;3.29;0.75;10.9;6
7.6;0.42;0.08;2.7;0.084;15.0;48.0;0.9968;3.21;0.59;10.0;5
7.7;0.54;0.26;1.9;0.089;23.0;147.0;0.99636;3.26;0.59;9.7;5
9.901878504528849;0.7379647902763863;0.4191036948285109;2.160508802430904;0.0688661443160174;13.949119756909658;47.78982395138193;0.9993190800911588;3.2736947185414578;0.5621017604861807;9.276438382983676;3
10.6;0.83;0.37;2.6;0.086;26.0;70.0;0.9981;3.16;0.52;9.9;5
10.8;0.4;0.41;2.2;0.084;7.0;17.0;0.9984;3.08;0.67;9.3;6
12.3;0.27;0.49;3.1;0.079;28.0;46.0;0.9993;3.2;0.8;10.2;6
6.9;0.51;0.23;2.0;0.072;13.0;22.0;0.99438;3.4;0.84;11.2;6
7.9;0.4;0.29;1.8;0.157;1.0;44.0;0.9973;3.3;0.92;9.5;6
6.9;0.74;0.03;2.3;0.054;7.0;16.0;0.99508;3.45;0.63;11.5;6
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.99622;3.21;0.52;9.9;5
9.4;0.34;0.37;2.2;0.075;5.0;13.0;0.998;3.22;0.62;9.2;5
7.7;0.18;0.34;2.7;0.066;15.0;58.0;0.9947;3.37;0.78;11.8;6
7.9;0.49;0.32;1.9;0.082;17.0;144.0;0.9968;3.2;0.55;9.5;5
5.2;0.48;0.04;1.6;0.054;19.0;106.0;0.9927;3.54;0.62;12.2;7
8.6;0.49;0.28;1.9;0.11;20.0;136.0;0.9972;2.93;1.95;9.9;6
7.0;0.655;0.16;2.1;0.074;8.0;25.0;0.99606;3.37;0.55;9.7;5
12.0;0.39;0.66;3.0;0.093;12.0;30.0;0.9996;3.18;0.63;10.8;7
9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.32;0.71;10.5;6
6.8;0.62;0.08;1.9;0.068;28.0;38.0;0.99651;3.42;0.82;9.5;6
7.7;0.75;0.27;3.8;0.11;34.0;89.0;0.99664;3.24;0.45;9.3;5
7.5;0.63;0.12;5.1;0.111;50.0;110.0;0.9983;3.26;0.77;9.4;5
7.8;0.76;0.04;2.3;0.092;15.0;54.0;0.997;3.26;0.65;9.8;5
8.3;0.54;0.28;1.9;0.077;11.0;40.0;0.9978;3.39;0.61;10.0;6
8.7;0.33;0.38;3.3;0.063;10.0;19.0;0.99468;3.3;0.73;12.0;7
9.1;0.64;0.23;3.1;0.095;13.0;38.0;0.9998;3.28;0.59;9.7;5
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.99552;3.41;0.76;11.9;7
8.9;0.4;0.32;5.6;0.087;10.0;47.0;0.9991;3.38;0.77;10.5;7
13.7;0.415;0.68;2.9;0.085;17.0;43.0;1.0014;3.06;0.8;10.0;6
11.6;0.41;0.54;1.5;0.095;22.0;41.0;0.99735;3.02;0.76;9.9;7
7.7;0.39;0.12;1.7;0.097;19.0;27.0;0.99596;3.16;0.49;9.4;5
7.7;0.43;0.25;2.6;0.073;29.0;63.0;0.99615;3.37;0.58;10.5;6
10.4;0.5839716577920229;0.479282447326127;2.008135262795375;0.1915790657562427;9.44012896489022;20.899452650913343;0.9992346434730316;3.193683736975029;0.6652148159284397;8.629661843011563;3
6.8;0.5;0.11;1.5;0.075;16.0;49.0;0.99545;3.36;0.79;9.5;5
8.2;0.2;0.43;2.5;0.076;31.0;51.0;0.99672;3.53;0.81;10.4;6
7.7;0.965;0.1;2.1;0.112;11.0;22.0;0.9963;3.26;0.5;9.5;5
9.8;0.34;0.39;1.4;0.066;3.0;7.0;0.9947;3.19;0.55;11.4;7
6.1;0.53;0.08;1.9;0.077;24.0;45.0;0.99528;3.6;0.68;10.3;6
6.8;0.36;0.32;1.8;0.067;4.0;8.0;0.9928;3.36;0.55;12.8;7
9.6;0.88;0.28;2.4;0.086;30.0;147.0;0.9979;3.24;0.53;9.4;5
7.0;0.43;0.36;1.6;0.089;14.0;37.0;0.99615;3.34;0.56;9.2;6
7.8;0.59;0.18;2.3;0.076;17.0;54.0;0.9975;3.43;0.59;10.0;5
8.3;0.31;0.39;2.4;0.078;17.0;43.0;0.99444;3.31;0.77;12.5;7
15.0;0.21;0.44;2.2;0.075;10.0;24.0;1.00005;3.07;0.84;9.2;7
10.1;0.38;0.5;2.4;0.104;6.0;13.0;0.99643;3.22;0.65;11.6;7
7.2;0.54;0.27;2.6;0.084;12.0;78.0;0.9964;3.39;0.71;11.0;5
7.7;0.62;0.04;3.8;0.084;25.0;45.0;0.9978;3.34;0.53;9.5;5
6.3;0.6;0.1;1.6;0.048;12.0;26.0;0.99306;3.55;0.51;12.1;5
8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9974;3.22;0.94;10.9;6
9.5;0.885;0.27;2.3;0.084;31.0;145.0;0.9978;3.24;0.53;9.4;5
7.3;0.45;0.36;5.9;0.074;12.0;87.0;0.9978;3.33;0.83;10.5;5
8.5;0.49;0.11;2.3;0.084;9.0;67.0;0.9968;3.17;0.53;9.4;5
9.0;0.82;0.14;2.6;0.089;9.0;23.0;0.9984;3.39;0.63;9.8;5
7.9;0.65;0.01;2.5;0.078;17.0;38.0;0.9963;3.34;0.74;11.7;7
7.2;0.62;0.01;2.3;0.065;8.0;46.0;0.99332;3.32;0.51;11.8;6
8.0;0.42;0.17;2.0;0.073;6.0;18.0;0.9972;3.29;0.61;9.2;6
5.6;0.62;0.03;1.5;0.08;6.0;13.0;0.99498;3.66;0.62;10.1;4
7.36116609501793;0.351706960791198;0.2428449346519967;1.9943101306960065;0.0681379738607987;28.11379738607987;48.04267401977995;0.995796984150476;3.429288766337001;0.5445518954431949;9.998577532674002;4
5.0;0.38;0.01;1.6;0.048;26.0;60.0;0.99084;3.7;0.75;14.0;6
7.3;0.91;0.1;1.8;0.074;20.0;56.0;0.99672;3.35;0.56;9.2;5
7.4;1.185;0.0;4.25;0.097;5.0;14.0;0.9966;3.63;0.54;10.7;3
8.5;0.46;0.31;2.25;0.078;32.0;58.0;0.998;3.33;0.54;9.8;5
10.7;0.43;0.39;2.2;0.106;8.0;32.0;0.9986;2.89;0.5;9.6;5
10.2;0.44;0.42;2.0;0.071;7.0;20.0;0.99566;3.14;0.79;11.1;7
6.6;0.895;0.04;2.3;0.068;7.0;13.0;0.99582;3.53;0.58;10.8;6
9.6;0.38;0.31;2.5;0.096;16.0;49.0;0.9982;3.19;0.7;10.0;7
8.9;0.35;0.4;3.6;0.11;12.0;24.0;0.99549;3.23;0.7;12.0;7
7.8;0.53;0.01;1.6;0.077;3.0;19.0;0.995;3.16;0.46;9.8;5
7.8;0.63;0.48;1.7;0.1;14.0;96.0;0.9961;3.19;0.62;9.5;5
