fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
10.435669083275547;0.5436890912185589;0.3839938177898254;3.551523632856332;0.080042690946227;20.978654526886466;47.32621817562882;0.9978210363626048;3.1671647277059822;0.5365243635125765;9.432621817562882;4
9.3;0.48;0.29;2.1;0.127;6.0;16.0;0.9968;3.22;0.72;11.2;5
8.5;0.34;0.4;4.7;0.055;3.0;9.0;0.99738;3.38;0.66;11.6;7
8.4;0.56;0.08;2.1;0.105;16.0;44.0;0.9958;3.13;0.52;11.0;5
11.04190383487137;0.5038567256921161;0.6097775614699862;4.081583284442599;0.0791174355965698;5.569839724785616;17.709519174356846;0.998111743559657;3.189888780734993;0.6727935889914246;12.367615339485477;8
9.3;0.37;0.44;1.6;0.038;21.0;42.0;0.99526;3.24;0.81;10.8;7
11.7;0.45;0.63;2.2;0.073;7.0;23.0;0.99974;3.21;0.69;10.9;6
12.5;0.46;0.63;2.0;0.071;6.0;15.0;0.9988;2.99;0.87;10.2;5
8.8;0.31;0.4;2.8;0.109;7.0;16.0;0.99614;3.31;0.79;11.8;7
7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.4;0.85;11.0;7
8.4;0.56;0.04;2.0;0.082;10.0;22.0;0.9976;3.22;0.44;9.6;5
7.5;0.43;0.3;2.2;0.062;6.0;12.0;0.99495;3.44;0.72;11.5;7
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;7
7.7;0.26;0.3;1.7;0.059;20.0;38.0;0.9949;3.29;0.47;10.8;6
8.9;0.4;0.32;5.6;0.087;10.0;47.0;0.9991;3.38;0.77;10.5;7
7.0;0.69;0.07;2.5;0.091;15.0;21.0;0.99572;3.38;0.6;11.3;6
12.8;0.3;0.74;2.6;0.095;9.0;28.0;0.9994;3.2;0.77;10.8;7
8.0;0.39;0.3;1.9;0.074;32.0;84.0;0.99717;3.39;0.61;9.0;5
7.288325172613308;1.0696026783670851;0.0186124712311153;4.789761665702344;0.0914162586306654;4.255501150755388;14.0;0.9971509291484412;3.5443826323368697;0.5325550115075539;10.513875287688846;3
6.9;0.58;0.2;1.75;0.058;8.0;22.0;0.99322;3.38;0.49;11.7;5
7.9;0.2;0.35;1.7;0.054;7.0;15.0;0.99458;3.32;0.8;11.9;7
11.2;0.66;0.24;2.5;0.085;16.0;53.0;0.9993;3.06;0.72;11.0;6
7.8;0.62;0.05;2.3;0.079;6.0;18.0;0.99735;3.29;0.63;9.3;5
8.1;0.78;0.23;2.6;0.059;5.0;15.0;0.997;3.37;0.56;11.3;5
7.0;0.23;0.4;1.6;0.063;21.0;67.0;0.9952;3.5;0.63;11.1;5
5.6;0.31;0.37;1.4;0.074;12.0;96.0;0.9954;3.32;0.58;9.2;5
10.5;0.24;0.47;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;11.0;7
7.1;0.61;0.02;2.5;0.081;17.0;87.0;0.99745;3.48;0.6;9.7;6
8.8;0.61;0.19;4.0;0.094;30.0;69.0;0.99787;3.22;0.5;10.0;6
8.0;0.5;0.39;2.6;0.082;12.0;46.0;0.9985;3.43;0.62;10.7;6
8.8;0.46;0.45;2.6;0.065;7.0;18.0;0.9947;3.32;0.79;14.0;6
7.1;0.59;0.02;2.3;0.082;24.0;94.0;0.99744;3.55;0.53;9.7;6
5.56839525867929;0.7362229312454446;0.043679051735858;1.5264189652828393;0.0446839525867929;17.056758611313573;87.6839525867929;0.9918943241388686;3.541037155207574;0.82;13.247652154527808;8
6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9958;3.41;0.67;9.7;5
7.6;0.735;0.02;2.5;0.071;10.0;14.0;0.99538;3.51;0.71;11.7;7
6.39430573763706;1.090805321262424;0.081041216288554;1.5671908778358443;0.1502749494997436;6.552060814427703;19.0;0.994483774320418;3.4552060814427703;0.471041216288554;9.75520608144277;4
7.4;0.62;0.05;1.9;0.068;24.0;42.0;0.9961;3.42;0.57;11.5;6
6.6;0.64;0.31;6.1;0.083;7.0;49.0;0.99718;3.35;0.68;10.3;5
15.5;0.645;0.49;4.2;0.095;10.0;23.0;1.00315;2.92;0.74;11.1;5
13.7;0.415;0.68;2.9;0.085;17.0;43.0;1.0014;3.06;0.8;10.0;6
8.0;1.18;0.21;1.9;0.083;14.0;41.0;0.99532;3.34;0.47;10.5;5
11.4;0.46;0.5;2.7;0.122;4.0;17.0;1.0006;3.13;0.7;10.2;5
6.7;0.28;0.28;2.4;0.012;36.0;100.0;0.99064;3.26;0.39;11.7;7
7.1;0.16;0.44;2.5;0.068;17.0;31.0;0.99328;3.35;0.54;12.4;6
8.61159970248829;0.6020200696803744;0.2780399827756378;2.116399984341489;0.0795720042277979;11.491999530244668;41.852001096095776;0.9973605602286144;3.2968800125268087;0.5234400062634045;9.21639998434149;4
8.4;0.745;0.11;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;9.6;5
8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;5
7.1;0.53;0.07;1.7;0.071;15.0;24.0;0.9951;3.29;0.66;10.8;6
6.4;0.63;0.21;1.6;0.08;12.0;32.0;0.99689;3.58;0.66;9.8;5
7.6;0.685;0.23;2.3;0.111;20.0;84.0;0.9964;3.21;0.61;9.3;5
5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9942;3.72;0.58;11.4;5
9.4;0.59;0.14;2.0;0.084;25.0;48.0;0.9981;3.14;0.56;9.7;5
10.8;0.47;0.43;2.1;0.171;27.0;66.0;0.9982;3.17;0.76;10.8;6
7.2;0.38;0.31;2.0;0.056;15.0;29.0;0.99472;3.23;0.76;11.3;8
7.4;0.25;0.29;2.2;0.054;19.0;49.0;0.99666;3.4;0.76;10.9;7
8.7;0.52;0.09;2.5;0.091;20.0;49.0;0.9976;3.34;0.86;10.6;7
8.6;0.725;0.24;6.6;0.117;31.0;134.0;1.0014;3.32;1.07;9.3;5
7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.3;0.58;9.6;5
5.6;0.5;0.09;2.3;0.049;17.0;99.0;0.9937;3.63;0.63;13.0;5
8.3;0.85;0.14;2.5;0.093;13.0;54.0;0.99724;3.36;0.54;10.1;5
12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.13;0.63;10.4;5
8.0;0.59;0.16;1.8;0.065;3.0;16.0;0.9962;3.42;0.92;10.5;7
10.0;0.48;0.24;2.7;0.102;13.0;32.0;1.0;3.28;0.56;10.0;6
7.8;0.5;0.17;1.6;0.082;21.0;102.0;0.996;3.39;0.48;9.5;5
8.5;0.66;0.2;2.1;0.097;23.0;113.0;0.99733;3.13;0.48;9.2;5
8.4;0.39;0.1;1.7;0.075;6.0;25.0;0.99581;3.09;0.43;9.7;6
7.0;0.42;0.19;2.3;0.071;18.0;36.0;0.99476;3.39;0.56;10.9;5
9.373739566825254;0.6134749059033049;0.1643500627311301;2.267108722926578;0.0921458785657708;5.671087229265783;14.0;0.9974381959521924;3.333421744585316;0.539734766244053;10.328912770734217;4
9.0;0.54;0.49;2.9;0.094;41.0;110.0;0.9982;3.08;0.61;9.2;5
7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.99728;3.3;0.65;10.0;7
8.853043298514935;0.4288116151732576;0.4670724398019913;1.944058075866288;0.0720289862561877;7.205797251237555;16.205797251237556;0.9941528402396907;3.207942027487624;0.6961739175371265;12.623478350742532;8
11.5;0.315;0.54;2.1;0.084;5.0;15.0;0.9987;2.98;0.7;9.2;6
6.8;0.68;0.21;2.1;0.07;9.0;23.0;0.99546;3.38;0.6;10.3;5
7.143281200789998;0.919723907482998;0.0427864665350002;5.490807529515009;0.0841640600394999;3.2885413385999884;14.0;0.997866479409436;3.4331822539389987;0.5228854133859999;10.272135334649995;3
7.9;0.51;0.25;2.9;0.077;21.0;45.0;0.9974;3.49;0.96;12.1;6
8.0;0.31;0.45;2.1;0.216;5.0;16.0;0.99358;3.15;0.81;12.5;7
10.23035170862006;0.5948318049087072;0.5661811952484175;4.350573415668871;0.0828539756135884;6.629204877282318;18.37079512271768;0.9967708142707644;3.213707951227177;0.6994380731592347;13.305619268407652;8
10.8;0.26;0.45;3.3;0.06;20.0;49.0;0.9972;3.13;0.54;9.6;5
7.9;0.4;0.3;1.8;0.157;2.0;45.0;0.99727;3.31;0.91;9.5;6
9.9;0.74;0.19;5.8;0.111;33.0;76.0;0.99878;3.14;0.55;9.4;5
7.8;0.32;0.44;2.7;0.104;8.0;17.0;0.99732;3.33;0.78;11.0;7
9.3;0.43;0.44;1.9;0.085;9.0;22.0;0.99708;3.28;0.55;9.5;5
9.4;0.27;0.53;2.4;0.074;6.0;18.0;0.9962;3.2;1.13;12.0;7
8.7;0.48;0.3;2.8;0.066;10.0;28.0;0.9964;3.33;0.67;11.2;7
9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.99652;3.47;0.73;10.9;6
6.8;0.48;0.25;2.0;0.076;29.0;61.0;0.9953;3.34;0.6;10.4;5
6.6;0.84;0.03;2.3;0.059;32.0;48.0;0.9952;3.52;0.56;12.3;7
8.3;0.6;0.25;2.2;0.118;9.0;38.0;0.99616;3.15;0.53;9.8;5
8.2;0.51;0.24;2.0;0.079;16.0;86.0;0.99764;3.34;0.64;9.5;6
7.6;0.43;0.4;2.7;0.082;6.0;11.0;0.99538;3.44;0.54;12.2;6
7.9;0.34;0.36;1.9;0.065;5.0;10.0;0.99419;3.27;0.54;11.2;7
7.6;0.51;0.24;2.4;0.091;8.0;38.0;0.998;3.47;0.66;9.6;6
7.9;0.24;0.4;1.6;0.056;11.0;25.0;0.9967;3.32;0.87;8.7;6
11.7;0.28;0.47;1.7;0.054;17.0;32.0;0.99686;3.15;0.67;10.6;7
9.2;0.56;0.18;1.6;0.078;10.0;21.0;0.99576;3.15;0.49;9.9;5
